rrc20	196621	196621,8758,47065,61574,47065
rrc20	12307	12307,29691,13030,12859,47065,61574,47065
rrc20	59414	59414,3303,47065,61574,47065
route-views.isc	14361	14361,3491,57866,8283,47065,61574,47065
rrc03	8218	8218,47065,61574,47065
rrc12	8218	8218,47065,61574,47065
rrc05	8218	8218,47065,61574,47065
rrc20	8218	8218,47065,61574,47065
rrc21	8218	8218,47065,61574,47065
rrc01	8218	8218,47065,61574,47065
route-views.sg	8220	8220,6453,8283,47065,61574,47065
rrc12	8222	8222,3320,8283,47065,61574,47065
rrc00	20514	20514,2119,8283,47065,61574,47065
rrc00	57381	57381,42708,47065,61574,47065
rrc00	34854	34854,206499,8283,47065,61574,47065
rrc20	47147	47147,47065,61574,47065
rrc03	47147	47147,47065,61574,47065
rrc12	47147	47147,47065,61574,47065
rrc05	47147	47147,47065,61574,47065
rrc00	34872	34872,8283,47065,61574,47065
rrc19	57695	57695,328383,327782,37100,47065,61574,47065
rrc03	57695	57695,47065,61574,47065
rrc12	57695	57695,3223,12859,47065,61574,47065
rrc01	57695	57695,62240,8455,8455,8455,8455,8283,47065,61574,47065
rrc15	57695	57695,262287,16735,1299,8283,47065,61574,47065
rrc04	12350	12350,12859,47065,61574,47065
route-views.saopaulo	264268	264268,18881,12956,8283,47065,61574,47065
route-views4	59469	59469,1299,8283,47065,61574,47065
rrc03	20562	20562,47065,61574,47065
route-views.telxatl	4181	4181,3491,57866,8283,47065,61574,47065
rrc03	8283	8283,47065,61574,47065
route-views2	2152	2152,11164,3491,57866,8283,47065,61574,47065
route-views2	57463	57463,47065,61574,47065
rrc01	28792	28792,3257,38930,8283,47065,61574,47065
route-views4	45177	45177,1299,8283,47065,61574,47065
route-views2	22652	22652,6453,8283,47065,61574,47065
rrc00	22652	22652,6453,8283,47065,61574,47065
rrc01	8896	8896,50304,47065,61574,47065
rrc20	20612	20612,31424,47065,61574,47065
rrc13	41095	41095,12859,47065,61574,47065
rrc00	209263	209263,39533,8455,8455,8455,8455,8283,47065,61574,47065
rrc00	174	174,38930,8283,47065,61574,47065
rrc01	207044	207044,3356,2914,12859,47065,61574,47065
rrc21	51405	51405,206610,6661,47065,61574,47065
route-views4	39120	39120,47065,61574,47065
rrc01	39122	39122,47065,61574,47065
rrc03	59605	59605,8283,47065,61574,47065
rrc21	8426	8426,6777,47065,61574,47065
route-views2	37100	37100,6453,8283,47065,61574,47065
rrc13	28917	28917,8455,8455,8455,8455,8283,47065,61574,47065
rrc00	209152	209152,34549,1299,8283,47065,61574,47065
rrc03	8455	8455,8283,47065,61574,47065
rrc00	49420	49420,8308,196844,47065,61574,47065
route-views.nwax	6423	6423,6461,47065,61574,47065
rrc00	49432	49432,48362,47065,61574,47065
rrc13	20764	20764,47065,61574,47065
rrc07	20764	20764,47065,61574,47065
route-views2	286	286,8283,47065,61574,47065
rrc01	286	286,8283,47065,61574,47065
route-views2	293	293,2914,12859,47065,61574,47065
rrc01	14630	14630,2914,12859,47065,61574,47065
rrc21	59689	59689,30781,47065,61574,47065
route-views2	31019	31019,47065,61574,47065
route-views2	8492	8492,47065,61574,47065
rrc16	393950	393950,6939,47065,61574,47065
route-views4	59715	59715,3269,6762,57866,8283,47065,61574,47065
rrc10	20811	20811,2914,12859,47065,61574,47065
rrc12	20811	20811,2914,12859,47065,61574,47065
rrc13	47441	47441,31133,47065,61574,47065
rrc12	47441	47441,31133,47065,61574,47065
rrc10	12637	12637,47065,61574,47065
rrc15	16735	16735,1299,8283,47065,61574,47065
rrc07	49515	49515,197595,47065,61574,47065
rrc10	41327	41327,1299,8283,47065,61574,47065
rrc03	43376	43376,47065,61574,47065
rrc19	37239	37239,37468,47065,61574,47065
rrc12	24961	24961,8283,47065,61574,47065
route-views.sg	14061	14061,2914,12859,47065,61574,47065
rrc14	14061	14061,2914,12859,47065,61574,47065
rrc00	131477	131477,58879,174,38930,8283,47065,61574,47065
rrc03	205206	205206,8283,47065,61574,47065
rrc19	37271	37271,8283,47065,61574,47065
rrc01	8607	8607,8455,8455,8455,8455,8283,47065,61574,47065
rrc00	55720	55720,3491,57866,8283,47065,61574,47065
route-views2	20912	20912,174,38930,8283,47065,61574,47065
rrc10	20912	20912,174,38930,8283,47065,61574,47065
rrc00	39351	39351,47065,61574,47065
rrc11	2497	2497,2914,12859,47065,61574,47065
rrc06	2497	2497,2914,12859,47065,61574,47065
rrc14	2497	2497,2914,12859,47065,61574,47065
route-views.isc	2497	2497,2914,12859,47065,61574,47065
route-views.wide	2497	2497,2914,12859,47065,61574,47065
route-views2	2497	2497,2914,12859,47065,61574,47065
rrc01	35266	35266,2914,12859,47065,61574,47065
rrc04	20932	20932,47065,61574,47065
rrc20	49605	49605,47065,61574,47065
rrc10	49605	49605,47065,61574,47065
rrc01	328145	328145,174,38930,8283,47065,61574,47065
rrc12	29140	29140,47065,61574,47065
route-views4	2518	2518,2914,12859,47065,61574,47065
rrc21	12779	12779,47065,61574,47065
rrc12	12779	12779,47065,61574,47065
rrc01	12779	12779,47065,61574,47065
rrc10	12779	12779,47065,61574,47065
rrc20	59891	59891,51395,6939,47065,61574,47065
rrc04	513	513,21320,47065,61574,47065
rrc20	25091	25091,47065,61574,47065
rrc21	25091	25091,47065,61574,47065
rrc13	25091	25091,47065,61574,47065
rrc04	25091	25091,47065,61574,47065
route-views2	53767	53767,3257,38930,8283,47065,61574,47065
rrc00	49673	49673,24811,47065,61574,47065
route-views2	57866	57866,8283,47065,61574,47065
rrc07	6667	6667,12859,47065,61574,47065
rrc00	59919	59919,41327,1299,8283,47065,61574,47065
rrc12	49697	49697,58299,8283,47065,61574,47065
rrc04	29222	29222,3303,47065,61574,47065
rrc12	553	553,8455,8455,8455,8455,8283,47065,61574,47065
rrc21	2613	2613,6893,6730,12859,47065,61574,47065
rrc20	8758	8758,47065,61574,47065
rrc00	8758	8758,47065,61574,47065
rrc18	43578	43578,1299,8283,47065,61574,47065
rrc03	14907	14907,47065,61574,47065
rrc00	14907	14907,1299,8283,47065,61574,47065
rrc23	14907	14907,1299,57866,8283,47065,61574,47065
rrc14	14907	14907,6461,47065,61574,47065
rrc06	25152	25152,2914,12859,47065,61574,47065
rrc15	23106	23106,52320,8283,47065,61574,47065
route-views.telxatl	53828	53828,2914,12859,47065,61574,47065
rrc01	25160	25160,47065,61574,47065
rrc03	47692	47692,8283,47065,61574,47065
rrc12	47692	47692,8283,47065,61574,47065
rrc05	47692	47692,8283,47065,61574,47065
rrc22	31313	31313,2914,12859,47065,61574,47065
rrc19	37468	37468,47065,61574,47065
route-views.saopaulo	262757	262757,4230,6453,8283,47065,61574,47065
rrc15	262757	262757,4230,6453,8283,47065,61574,47065
route-views.sg	137831	137831,1299,8283,47065,61574,47065
route-views.sg	6762	6762,57866,8283,47065,61574,47065
route-views2	6762	6762,57866,8283,47065,61574,47065
rrc12	6762	6762,8283,47065,61574,47065
rrc14	6762	6762,8283,47065,61574,47065
rrc12	39533	39533,8455,8455,8455,8455,8283,47065,61574,47065
rrc19	37497	37497,47065,61574,47065
route-views2	49788	49788,12552,47065,61574,47065
rrc19	328320	328320,37100,47065,61574,47065
route-views.sydney	4739	4739,7545,6939,47065,61574,47065
rrc12	25220	25220,3320,8283,47065,61574,47065
rrc13	25227	25227,9002,47065,61574,47065
route-views.telxatl	15008	15008,40805,6939,47065,61574,47065
rrc20	51873	51873,6939,1299,8283,47065,61574,47065
route-views2	6939	6939,47065,61574,47065
route-views.kixp	6939	6939,1299,8283,47065,61574,47065
route-views.isc	6939	6939,47065,61574,47065
route-views.telxatl	6939	6939,1299,57866,8283,47065,61574,47065
rrc12	680	680,1299,1299,8283,47065,61574,47065
rrc06	4777	4777,2516,3257,38930,8283,47065,61574,47065
rrc03	1140	1140,47065,61574,47065
route-views2	701	701,2914,12859,47065,61574,47065
rrc20	31424	31424,47065,61574,47065
rrc13	51907	51907,31133,47065,61574,47065
rrc00	58057	58057,34549,1299,8283,47065,61574,47065
rrc12	58057	58057,24961,8283,47065,61574,47065
rrc11	19151	19151,2914,12859,47065,61574,47065
rrc14	19151	19151,2914,12859,47065,61574,47065
route-views.isc	19151	19151,2914,12859,47065,61574,47065
route-views.telxatl	19151	19151,2914,12859,47065,61574,47065
route-views.sydney	4826	4826,6939,47065,61574,47065
rrc00	6881	6881,29208,47065,61574,47065
rrc11	13030	13030,12859,47065,61574,47065
rrc01	13030	13030,12859,47065,61574,47065
rrc01	6894	6894,174,38930,8283,47065,61574,47065
rrc20	21232	21232,15576,47065,61574,47065
route-views.sg	63956	63956,1299,8283,47065,61574,47065
rrc23	63956	63956,1299,8283,47065,61574,47065
route-views4	63956	63956,1299,8283,47065,61574,47065
rrc13	41722	41722,20764,47065,61574,47065
rrc00	50304	50304,47065,61574,47065
rrc01	64271	64271,62240,3257,38930,8283,47065,61574,47065
rrc03	64271	64271,47065,61574,47065
rrc00	64271	64271,131477,6939,1299,8283,47065,61574,47065
rrc15	64271	64271,262287,16735,1299,8283,47065,61574,47065
rrc00	328474	328474,328474,328474,328474,328474,328474,37271,8283,47065,61574,47065
rrc03	29467	29467,47065,61574,47065
rrc00	395152	395152,63297,6939,47065,61574,47065
rrc00	35619	35619,58057,60474,174,38930,8283,47065,61574,47065
rrc13	29479	29479,9002,47065,61574,47065
rrc11	9002	9002,47065,61574,47065
rrc13	9002	9002,47065,61574,47065
rrc07	9002	9002,47065,61574,47065
route-views.telxatl	27446	27446,27446,6939,47065,61574,47065
