43988,198066,0
264238,27843,1
44310,59811,0
9500,35994,1
9009,9050,1
397193,25577,1
397204,25577,1
397201,25577,1
40647,25577,1
23750,59257,1
38220,17819,0
58890,25577,1
4864,262966,1
136544,132721,0
50607,203255,1
12479,6830,1
12479,3445,1
12479,27980,0
134190,45144,0
3786,25577,1
50116,12741,1
201701,25577,1
206813,25577,1
39743,9381,0
50607,209,1
58879,13335,0
101,25577,1
9498,36351,0
265061,266247,1
197118,43030,0
39743,2706,1
8999,53889,1
43344,44546,1
328121,37233,1
3266,206698,1
4766,137445,0
45382,61317,0
203784,197529,1
327796,25577,1
198949,12422,1
328280,25577,1
3549,47171,1
202413,14259,1
50607,204479,1
14420,14259,1
52420,14259,1
3816,25577,1
267575,14259,1
52328,14259,1
28000,14259,1
44066,56550,0
12714,13335,1
262282,14259,1
263512,14259,1
53185,14259,1
3549,8218,0
397208,25577,1
268213,14259,1
266717,14259,1
49401,57262,0
15772,203635,0
27768,14259,1
268207,14259,1
24768,204063,0
62656,18501,1
266235,14259,1
51660,41313,0
10154,3786,1
52814,14259,1
327814,327727,0
702,8218,0
61591,14259,1
61726,14259,1
264609,14259,1
262462,14259,1
262518,14259,1
265363,52911,1
9009,51430,0
55002,44745,0
752,37596,1
2147483647,37596,1
265904,14259,1
6453,57513,0
31549,202762,0
266059,14259,1
17483,133298,0
45916,134247,0
209,48967,0
3910,48967,0
135341,133957,0
58725,134907,0
54600,49981,0
13124,3549,0
266076,14259,1
264582,14259,1
267380,14259,1
265379,14259,1
28006,14259,1
267177,14259,1
262186,14259,1
262274,14259,1
52871,35994,1
268263,14259,1
266592,14259,1
267236,14259,1
57889,203222,0
204895,20473,0
12479,15566,0
12479,54303,0
25019,35994,1
45903,46458,1
21246,206679,0
5713,33771,1
264565,14259,1
13886,37153,0
265023,262989,1
3549,14117,1
3633,3356,1
268201,14259,1
266776,14259,1
202463,197214,0
266758,14259,1
262653,14259,1
267222,14259,1
33182,53225,1
262589,262215,0
265696,14259,1
55555,22222,0
6407,5580,1
197726,57129,0
61805,14259,1
268261,14259,1
51430,29802,0
27892,14259,1
266077,14259,1
9808,266072,0
266651,14259,1
203603,205537,1
63199,41095,1
267094,14259,1
15389,12989,0
8881,2830,0
56046,37437,0
201029,58321,1
133296,53264,0
267040,14259,1
55002,24824,1
206213,42473,1
28210,14259,1
3266,131486,1
88888,132719,1
267426,14259,1
206495,42163,0
132839,52323,0
6453,9051,0
54600,34702,0
203134,39402,1
264803,14259,1
203071,204591,1
57791,174,0
41095,37353,1
262249,14259,1
265214,14259,1
52556,14259,1
262978,14259,1
266625,14259,1
262182,14259,1
50607,4134,1
13287,201153,0
205590,7377,1
264574,264128,0
268282,14259,1
264170,14259,1
43443,7018,1
267416,14259,1
3549,13802,0
3356,13802,0
266346,14259,1
267286,14259,1
262572,14259,1
264478,14259,1
50607,43171,1
2,264773,0
266468,265958,0
202884,200589,0
264527,263238,0
202196,203726,0
262249,267089,0
204079,201274,0
203292,196929,1
263910,14259,1
268259,14259,1
50607,35819,1
3,203828,0
263439,14259,1
28032,35994,1
262589,35994,1
50607,37963,1
264144,14259,1
45062,41095,1
264881,14259,1
61004,39536,0
32242,55361,0
267374,14259,1
17072,11342,1
6453,205556,0
50607,37943,1
50607,63835,1
50607,17621,1
263283,267609,0
50607,18190,1
17025,29646,0
46118,13767,0
8641,47377,1
3549,12942,1
37020,37550,0
198949,15590,1
27983,3257,1
27983,27516,0
3356,21033,0
3549,21033,0
33891,43955,0
50607,4835,1
3549,35028,1
49666,48159,0
3352,5400,1
50607,132203,1
50607,132203,1
50607,45498,1
50607,38623,1
207192,48271,0
50607,134705,1
31549,20860,1
31549,1680,1
31549,204078,0
50607,134763,1
50607,134963,1
53062,265392,1
61449,264754,0
266589,12638,1
202251,42337,0
6453,38573,0
196738,12741,1
50607,29073,1
50607,19551,1
50607,26484,1
26158,16941,1
50607,133115,1
25668,24940,1
6453,45655,0
25668,16509,1
25668,3800,1
25668,58563,1
25668,45090,1
25668,59078,1
36873,21928,1
10753,263227,0
265972,266186,0
198454,205262,0
6453,39010,0
25091,12329,1
6453,10030,1
26484,41095,1
133955,17408,0
26484,134705,0
50607,47896,1
50607,20446,1
50607,136190,1
50607,134765,1
50607,58563,1
17581,9532,0
46841,51765,0
50607,51167,1
203684,44410,0
102,135223,0
50607,45102,1
50607,45090,1
50607,58461,1
50607,23724,1
7713,9498,1
7713,1200,0
16322,58331,0
16322,202663,0
6453,59132,0
41689,59703,0
50607,17444,1
51358,36352,1
41689,16322,0
14333,35916,1
50607,199610,1
202391,205061,0
15808,13298,0
17451,17924,1
6421,1290,1
52075,25180,0
50607,38478,1
58862,21856,0
41689,60976,0
41689,25264,0
58640,134301,0
3328,39356,0
101,136650,0
50607,134768,1
199625,42290,0
50607,7018,1
39545,204239,0
51430,12459,0
50607,23650,1
136141,200039,0
3292,61275,1
50219,62184,1
48876,205717,0
2147483647,62651,0
42397,39517,0
13789,5400,1
6461,205394,1
36884,32787,0
50607,58519,1
266695,10753,0
266253,266448,0
3549,60819,0
32489,65551,0
197426,131486,1
207192,39819,0
207192,61196,0
262186,52239,1
58224,47381,0
6453,17978,0
20495,44194,1
20495,12732,1
267469,263582,1
42926,61440,0
21436,8426,0
50607,31452,1
204287,204882,1
396071,45671,0
58879,11404,1
4837,328243,1
50607,3320,1
12479,5410,1
6848,21502,1
26484,137915,0
23736,-94966896,0
131297,57695,0
58965,24560,0
50607,49453,1
50673,53107,1
30607,36692,1
50607,133774,1
265384,266294,0
133372,132856,0
63471,680,1
64500,53075,1
7713,14828,1
9009,41546,0
50607,134243,1
50607,43260,1
38146,36031,1
38146,18659,0
38146,3561,1
38146,12188,1
38146,18594,0
37775,44416,1
37775,24881,1
37775,10704,1
37775,50204,1
37775,205028,1
37775,200064,0
37775,60781,1
37775,42366,1
37775,42546,1
37775,57864,1
60751,30900,0
28126,3356,1
41689,202663,0
6,52252,0
133448,55933,0
50607,132199,1
50607,9674,1
50607,57976,1
50607,137915,1
50607,45753,1
50607,41231,1
50607,46179,1
50607,22414,1
50607,3491,1
50607,32934,1
50607,393437,1
50607,199338,1
63199,134764,1
31863,133352,0
702,28979,0
702,3209,0
9009,1200,0
9009,60140,1
40676,41490,1
57045,201624,0
38182,7381,1
38182,18604,0
38182,11486,1
6853,2647,0
202305,6739,0
6453,30999,0
37350,30988,1
17834,9318,1
39293,202231,0
207083,50673,1
9287,134137,0
38182,209,1
38182,12008,0
29182,58330,0
29182,7018,0
53013,13335,0
4847,16591,1
33576,16437,0
6830,42205,0
14080,30722,1
19551,4515,0
50607,63889,1
50607,6453,1
50607,134833,1
16685,27984,1
31863,45034,0
50607,4196,1
57129,48551,0
47837,4134,1
50607,38901,1
13979,393851,0
13213,32780,1
203999,24768,0
50607,134764,1
2,1,0
30721,32181,1
30721,20860,1
30721,36996,1
30721,24757,1
30721,7633,1
30721,20928,1
30721,17974,1
30721,4758,1
30721,2018,1
30721,55824,1
30721,45694,1
30721,18101,1
30721,24560,1
30721,17813,1
30721,7018,1
30721,9829,1
55002,31034,1
64500,59077,0
207139,42493,0
1421,33891,0
53086,7018,1
577,21896,1
202435,396016,1
41689,60178,0
41689,62375,0
41689,58152,0
41689,202319,0
41689,8868,0
41689,202762,0
41689,48551,0
55361,132238,0
266748,174,0
50607,26496,1
577,3354,1
50607,132325,1
43205,8228,1
205450,39184,0
37468,393629,0
37468,57353,0
37468,202180,0
37468,55096,0
37468,394771,0
37468,6352,0
37468,14237,0
37468,266633,0
37468,63711,0
37468,132003,0
37468,11830,0
37468,200046,0
37468,200983,0
37468,137571,0
37468,38875,0
37468,38176,0
37468,132449,0
37468,394458,0
37468,35637,0
37468,204710,0
37468,54680,0
37468,135916,0
37468,136512,0
37468,22495,0
37468,63391,0
37468,15572,0
37468,6738,0
37468,36086,0
37468,30600,0
37468,54720,0
37468,207182,0
37468,21002,0
37468,53725,0
37468,18573,0
37468,201817,0
37468,1663,0
37468,13588,0
37468,263925,0
37468,12390,0
37468,41733,0
37468,58223,0
37468,12353,0
37468,198411,0
37468,27358,0
37468,3967,0
37468,26845,0
37468,395463,0
37468,32932,0
37468,19724,0
37468,31922,0
37468,13475,0
37468,22231,0
37468,32752,0
37468,31748,0
37468,396365,0
37468,396858,0
37468,11732,0
37468,394941,0
37468,32999,0
37468,61255,0
37468,34587,0
37468,26662,0
37468,22880,0
37468,395439,0
37468,19998,0
37468,4985,0
37468,30483,0
37468,32343,0
37468,30308,0
37468,35884,0
37468,36725,0
37468,22959,0
37468,26591,0
37468,32025,0
37468,11035,0
37468,54578,0
37468,15023,0
37468,36059,0
37468,23019,0
37468,395422,0
37468,33628,0
37468,11726,0
37468,11843,0
37468,40715,0
37468,36270,0
37468,53393,0
37468,15132,0
37468,20451,0
37468,40904,0
37468,14623,0
37468,62655,0
37468,40726,0
37468,11721,0
37468,11616,0
37468,20196,0
37468,20217,0
37468,22469,0
37468,393687,0
37468,13617,0
37468,40570,0
37468,40371,0
37468,393259,0
37468,59581,0
37468,3145,0
37468,36297,0
37468,394733,0
37468,53643,0
37468,396199,0
37468,32319,0
37468,29970,0
37468,16994,0
37468,20265,0
37468,36726,0
37468,19706,0
37468,32486,0
264859,39948,1
264859,3445,1
50607,136800,1
202355,39913,0
10188,9318,1
11817,203538,0
7049,266803,1
101,262424,0
50607,14618,1
50607,4847,1
9050,20473,1
50607,204871,1
12684,37406,1
3908,42427,0
174,51852,0
200946,12257,0
50607,45671,1
393866,209,1
50607,8075,1
21547,22047,1
21547,41126,0
47889,64418,0
21547,15395,1
21547,8151,1
21547,9370,1
136224,136276,0
38934,5769,1
34309,62297,1
17665,136289,0
10072,3786,1
35908,203523,0
61937,28341,0
3356,262446,1
3549,262446,1
205006,19111,0
3356,132379,0
3549,132379,0
50607,24424,1
50607,135357,1
50607,32708,1
50607,46573,1
50607,4837,1
15808,20294,1
64096,5384,1
64110,264668,0
6453,61420,0
50607,201106,1
50607,132233,1
327795,327778,0
50607,133775,1
53102,23154,0
9902,9614,1
136724,58965,0
50607,14868,1
50607,25933,1
39923,2914,0
50607,3462,1
50607,58879,1
1,262314,0
58224,62014,1
58224,62041,1
206407,41255,0
50597,15637,0
203091,202827,1
205745,203091,1
204784,203091,1
204742,203091,1
60392,57129,0
202896,31638,0
263120,264590,0
6453,60372,0
134190,4773,0
22870,5639,1
3549,28032,0
135596,41095,1
136038,3786,0
9738,44050,0
9738,4134,0
9738,6939,1
9738,29073,1
9738,50613,0
9738,4134,1
9738,3356,1
9738,10439,0
9738,42570,1
9738,51852,1
9738,29484,1
50607,61203,1
196705,62287,0
42705,203653,0
40676,56876,1
50607,38283,1
201978,42926,1
50607,39891,1
264492,28646,1
266853,27884,0
263242,263474,0
50607,55933,1
202375,15704,1
137999,10021,0
43201,44125,0
263766,265773,1
136038,41614,0
64096,41095,1
33791,327778,0
57877,8399,1
8928,15169,0
3549,30827,1
174,44222,0
32098,16625,0
50607,9121,1
9999,134552,0
41689,201999,0
3356,28595,0
28310,266514,0
134512,133229,0
64249,30542,0
64249,52439,0
132116,133275,0
41689,42043,0
64249,262193,0
198949,15456,1
61320,25100,0
46261,205329,0
46261,61440,1
45899,26594,0
45903,22822,0
9051,56333,0
5406,42291,0
50607,205105,1
55002,49788,1
136743,35916,1
46045,37908,1
2477,775,0
25467,205119,0
43256,327870,0
202055,59458,0
3303,15404,0
23393,48447,0
204710,205474,0
394474,263179,1
132167,133384,0
21859,133775,0
207009,12039,0
200366,13537,1
200366,21983,1
267604,9700,0
267604,17832,1
267604,7670,0
267604,2497,1
267604,7664,0
267604,23911,0
267604,265211,0
267604,262433,0
267604,11992,0
39855,60781,1
2,300,0
137915,26484,0
131577,9394,0
50607,58416,1
37622,37674,0
35415,7979,1
35415,50926,0
35415,3320,1
35415,58909,1
203661,204136,0
9952,17848,0
174,41589,1
20485,20940,0
26484,45753,1
265642,10753,0
42521,59726,0
50607,64050,1
39225,50472,0
50607,12182,1
50607,4809,1
8455,58224,0
200307,58879,0
29551,62421,0
50607,32244,1
50607,38700,1
50607,20860,1
50607,7979,1
24077,4816,0
45352,55663,0
9341,64026,0
48262,44446,0
50607,58451,1
22562,2856,0
22911,71,1
268417,61799,0
50607,134548,1
45430,1200,0
48262,200737,0
48262,196644,0
265457,265935,1
27665,21928,1
5406,1764,0
45903,4837,1
267294,203980,0
267294,57944,0
50607,17639,1
50607,9299,1
48944,3177,0
19551,9848,1
132167,136210,0
50607,13335,1
3549,15734,1
32098,209,1
53059,209,1
7137,14754,0
16397,264526,1
202313,205591,1
203072,39906,1
37410,327727,0
264877,263162,0
19256,14434,1
3356,31220,0
3549,31220,0
395800,61440,1
52055,42821,0
250,7181,0
64444,135420,0
50607,53587,1
57916,50138,0
201665,53559,0
201665,6130,0
50607,202478,1
267294,58543,1
50607,3215,1
267294,4812,1
267294,19531,1
53062,266546,1
201029,198414,1
47823,202468,0
50607,6147,1
3356,14795,0
45903,37989,0
65543,135311,0
4847,21856,0
268251,28646,0
45352,131745,0
24768,206698,0
131936,2686,1
209,394900,0
6697,202387,0
131936,6805,1
131936,2647,1
131936,33873,0
50607,55720,1
23947,1668,1
7700,58893,0
1204,812,0
50607,12389,1
50607,263908,1
27570,31917,0
24532,45282,0
199195,206679,0
50607,263903,1
50607,45093,1
50607,35916,1
38733,133774,1
198949,9732,1
268324,52657,0
36828,43357,0
395111,61857,0
135025,41095,1
135025,35916,1
174,7700,0
49680,21928,1
262254,132233,1
50607,7922,1
205906,5,0
36937,12638,1
36937,3215,1
36937,4134,1
36937,206747,0
36937,2647,1
36937,721,1
36937,16509,1
36937,701,1
36937,3209,1
36937,2860,1
36937,4668,1
36937,37918,0
36937,21195,0
50607,135377,1
36828,39220,1
36828,57969,1
134190,55663,0
200639,203729,1
25933,264944,1
133957,136215,0
12541,5400,1
28368,267115,1
134176,55592,0
52327,3356,0
55933,35916,1
50607,5378,1
62468,132719,1
27843,265515,0
263491,267207,0
7700,1,0
50607,40824,1
50607,3209,1
19169,19114,0
50607,58543,1
327996,6713,1
132673,16509,1
16637,37201,0
50607,2,1
50607,22769,1
50607,15247,1
50607,10796,1
50607,203226,1
50607,50710,1
50607,14061,1
50607,5089,1
51241,15600,1
3356,56467,0
50607,29422,1
3491,15975,1
3491,36992,1
48011,202365,0
50607,268371,1
50607,5607,1
50607,40065,1
2147483647,54104,0
50607,577,1
50607,12874,1
50607,3269,1
50607,24445,1
395851,6584,1
50607,12576,1
32743,7629,1
58678,134009,0
50607,2914,1
47869,33891,0
134098,21859,1
50607,38372,1
22292,577,0
37573,34444,0
57463,16202,1
50607,41552,1
50607,4771,1
60842,60614,0
133234,137607,0
135772,136712,0
264445,28398,0
32592,4808,1
32592,9002,1
50607,11427,1
50607,12876,1
50607,23655,1
50607,45595,1
50607,4538,1
50607,16509,1
50607,134761,1
39744,39281,0
50607,58541,1
50607,137687,1
50607,200831,1
24532,58621,0
210250,20473,0
28224,21928,1
36351,3223,0
135596,35916,1
3356,15486,0
174,62135,1
201505,48971,0
3303,202405,0
27988,1668,1
209,48529,0
30985,328159,0
200494,13537,1
200494,5784,1
200494,13557,1
200494,62703,1
200494,7158,1
200494,23108,1
32398,3741,1
63959,33480,0
132839,23243,0
198949,15557,1
2830,9143,1
396555,26415,0
262186,3549,0
27817,3549,0
200494,21983,1
200494,53723,1
200494,33532,1
5406,27947,1
7018,14979,0
36351,9009,0
15598,8339,1
15598,15600,1
133372,135327,0
36351,199081,0
55002,39662,1
59587,48878,0
35701,62383,1
3549,58010,0
209,32613,1
3910,32613,1
135330,137951,0
13489,27893,1
266069,3356,0
132770,33480,0
45178,132707,0
9116,199391,0
8100,37963,1
265721,4812,1
209,14014,1
3549,30630,0
133443,138043,0
2856,11757,1
199274,58563,1
8455,203724,0
286,264322,0
1299,263076,0
8455,268481,0
13979,18930,0
286,263960,0
286,265242,0
62663,267002,0
13030,265080,0
8455,263514,0
286,267359,0
1299,328145,0
8455,267150,0
8455,262675,0
286,263885,0
13030,206479,0
174,266922,1
286,264392,0
203459,202316,0
13030,131429,0
286,206313,1
8455,263395,0
3549,266453,0
286,133846,0
6939,47987,1
8455,263332,0
286,263210,0
3356,263621,0
3549,28356,0
3356,28356,0
3,137252,0
197071,3208,1
197071,6503,1
210217,3209,1
28140,51799,0
28140,6663,0
28140,203574,0
28140,25229,0
28140,50887,0
28140,2830,0
28140,9255,0
28140,206175,0
28140,27051,0
28140,133028,0
28140,63963,0
28140,25251,0
28140,133233,0
28140,1600,1
28140,48094,0
7908,10834,0
63018,3741,1
396558,26415,0
46664,37692,1
55803,19217,1
59382,134806,0
206830,51417,1
51964,680,1
52339,1668,1
174,29073,1
61004,133398,0
28186,237,1
265790,265791,0
135391,59189,0
57695,48695,0
7087,8273,1
30076,55933,0
30076,4837,0
30076,4538,0
30076,4134,0
265950,3549,0
28640,264957,1
8151,10310,1
20161,26110,0
82503,132082,0
327879,37429,0
262589,22407,0
135207,3,0
12578,61053,1
49336,55836,1
198949,202926,1
3356,52649,0
3549,52649,0
3356,61808,0
65555,3,0
65555,137252,0
203597,56634,0
45650,35916,1
2764,28876,1
6453,134015,0
2299,203459,0
38733,132599,0
49335,29073,1
131613,138145,0
200,138145,0
3356,266390,0
37027,327933,0
9449,7377,1
41689,50057,0
6453,131284,0
17813,23693,1
4761,37963,1
133296,132335,0
9498,24669,1
9498,38001,1
9498,136620,1
9498,56067,1
9498,43350,1
9498,20860,1
9498,36352,1
9498,2516,1
9498,53667,1
9498,20473,1
9498,10112,1
9498,131297,1
9498,27176,1
6453,137975,0
198949,201017,1
50896,49453,0
3549,266390,0
202375,206451,0
27724,7713,0
262589,7713,0
35415,48511,0
35415,44546,1
35415,262254,0
35415,50245,1
4,38320,0
3,203459,0
1,3741,0
10105,53209,0
203735,210162,0
266400,57335,0
45903,9597,1
6453,17439,1
92937,38444,1
65551,137532,0
27884,1,0
48806,11194,1
6983,21491,0
210222,43727,0
39130,39728,0
21502,6848,0
57463,206349,1
36040,134371,0
58552,19809,0
198949,8495,1
55002,210324,1
577,27651,1
132839,11309,0
210116,64400,0
53158,7018,1
5,40911,0
7474,15695,0
14920,26824,0
65540,133443,0
52923,47583,1
5602,1273,1
204548,12400,1
48137,37027,1
2856,18730,0
137443,132585,1
24875,204601,0
64101,64100,0
39619,54543,1
5,10,0
42337,5089,1
65540,5580,1
2147483647,5580,1
207020,205993,0
134565,7489,1
4434,51894,0
3356,262597,0
3549,262597,0
6453,45194,0
23969,7543,1
6453,135743,0
6453,45243,0
6453,18196,0
6453,134866,0
6453,133315,0
6453,135733,0
6453,133720,0
6453,134022,0
6453,134307,0
6453,136334,0
6453,137619,0
6453,137142,0
6453,136347,0
6453,134881,0
6453,137004,0
6453,137110,0
37154,327797,0
6453,135744,0
5588,203912,1
6453,136676,0
6453,135844,0
6453,58678,0
6453,135184,0
6453,137672,0
6453,135816,0
6453,134883,0
7063,205422,1
266400,210250,0
43894,7160,1
6453,200967,0
6453,58466,0
45352,9656,1
134190,9656,1
202436,50245,0
4515,4812,1
5588,43818,1
394869,39010,0
137344,137585,0
137344,137585,0
9498,22822,0
15964,5713,1
5515,38009,1
8,10,0
2,10,0
23379,53340,1
7738,22927,1
351686,197556,0
19905,16637,1
60725,327829,0
132839,264077,0
9498,9605,0
134190,55303,0
136958,135391,1
136958,6453,1
3356,28629,0
65553,135420,0
205624,1,1
137425,65551,1
3549,48393,0
3356,48393,0
8,5,0
52748,268269,0
40676,23650,1
49434,31576,1
8544,23650,1
15830,48918,0
43898,7160,1
45382,35916,1
45609,7552,1
138152,35916,1
394625,13830,0
40438,25820,0
65536,49173,0
138145,131625,0
703,134176,0
7459,37168,1
9498,18001,0
62445,7377,1
13768,4565,0
2,27817,1
60899,7377,1
45382,135330,1
23969,45143,1
61832,4134,1
14455,18964,1
3,16176,0
268383,267463,0
26214800,16176,0
133158,133953,0
47251,200343,0
20115,36384,1
14080,58224,1
55002,6866,1
262287,62135,1
2238,46562,0
35913,202759,0
8100,5769,1
55002,132342,0
266860,10753,0
55002,133891,0
23969,4134,1
1299,39288,0
34434,43513,0
34434,204287,0
265780,265790,0
265781,265791,0
16125,60995,0
59760,44546,1
21225,395965,1
10247,32824,1
30860,44684,0
21354,25820,1
47911,51645,1
30860,49095,1
31250,57129,1
51685,61004,1
49981,47796,0
49981,197328,0
200429,203201,1
200429,198330,1
200429,393504,1
57043,49004,0
49981,4785,0
49746,204063,1
47920,16062,0
31229,132335,0
206898,40676,0
197695,50560,1
43588,203223,1
43586,20677,1
45017,56835,1
34775,60140,0
42604,62656,0
47730,197309,0
60064,199735,0
137443,50069,0
31029,3389,1
7018,3301,0
49335,21859,0
55803,42831,1
55803,11831,1
3356,52341,0
138152,680,1
43444,8100,0
395855,207083,1
28191,6805,1
42337,31400,1
397071,50245,1
203712,210086,0
1221,132692,0
63008,394056,0
1221,49544,0
1221,8100,0
138392,134548,1
60759,8680,0
60759,39737,0
34913,56693,0
8928,8767,1
10753,28097,1
6453,135376,0
209883,42881,0
209883,210027,0
2147483647,4637,0
49004,41108,0
395978,49877,0
396284,136268,0
204527,10171,1
9443,35994,1
56630,136782,1
36423,7018,1
3549,28979,1
265345,393494,1
265345,21928,1
1680,3254,1
1680,1659,1
6453,133648,1
263903,13335,1
53856,266865,0
55803,9009,1
210099,56582,1
200531,200530,1
8859,28812,1
8859,12389,1
8859,6713,1
8859,34300,1
8859,9299,1
8859,31195,1
8859,45899,1
8859,17621,1
8859,4618,1
8859,22689,1
8859,10429,1
8859,8452,1
8859,21267,1
8859,8308,1
8859,18881,1
8859,42610,1
8859,60144,1
8859,206588,1
8859,57043,1
8859,4812,1
8859,7552,1
8859,4134,1
8859,14061,1
8859,174,1
8859,2518,1
8859,9829,1
8859,45090,1
8859,38365,1
8859,48730,1
8859,31028,1
8859,17911,1
8859,17552,1
8859,4766,1
8859,45903,1
20911,39120,1
55002,133612,1
9930,7595,0
3301,33387,1
135376,174,1
52055,5503,1
3549,51798,0
3356,51798,0
6453,133533,0
58247,7377,1
9498,37230,1
29648,13213,0
29648,41436,0
4538,32,1
200272,3352,1
62,59139,0
50607,20940,1
198949,48768,0
37203,37715,0
264479,267981,0
59872,207249,0
11831,21859,0
3549,60368,0
49981,1759,1
17639,4788,1
17639,43350,1
17639,9009,1
17639,32354,1
17639,3462,1
17639,3243,1
17639,39572,1
17639,60781,1
17639,54113,1
17639,12876,1
17639,49981,1
17639,132203,1
17639,21859,1
21649,45903,0
17639,15169,1
209975,198812,0
2914,38901,0
59615,44918,0
18809,35994,1
65545,137245,0
133731,137533,0
133734,55933,0
48028,54543,1
42624,8308,1
42624,33771,1
42624,8100,1
135663,133734,0
18479,24961,0
37457,34164,1
36351,4812,1
56466,200370,0
54103,6327,0
207083,20454,0
43260,33657,1
6,2,0
65700,5769,0
6453,132440,0
3549,5564,1
210329,44150,0
134705,37353,1
204396,29119,0
3356,47644,0
3549,47644,0
32489,58272,0
262228,26228,0
995197172,16509,0
1207234804,16509,0
1161216244,16509,0
914325748,16509,0
1000075508,16509,0
4538,13335,0
133865,3257,0
58964,53346,1
58964,13537,1
22923,25369,0
9211,202298,0
58453,58879,1
58453,55994,0
27884,52485,0
27884,28087,0
27884,264637,0
27884,32098,0
27884,264764,0
27884,27708,0
35758,42994,1
204648,18986,0
204974,28885,1
6453,12297,1
6461,8330,1
577,19385,0
198949,29899,1
49274,25929,1
210283,204526,1
6453,17541,0
400,6453,0
18229,35916,1
202023,209813,0
6453,34945,1
1604,174,0
7029,264370,0
198949,44227,1
198949,25418,0
6453,59381,0
198949,24518,0
262182,53061,1
395839,50113,1
201706,62062,0
201706,62062,0
209919,56535,0
21859,55303,0
268614,266162,0
12389,6848,1
264681,28646,1
16735,42961,1
134007,300,0
265948,14852,1
263432,14852,1
3356,64067,0
174,12506,1
18229,20278,1
37133,37303,0
35749,24632,0
16375,16735,0
12555,7979,1
12555,58010,1
203380,393398,0
2147483647,7718,1
45074,9807,1
18117,23760,0
5505,44684,1
36926,37133,0
396550,26415,0
5580,2828,1
27651,4134,1
7552,21928,1
17501,35916,1
63682,134221,1
60781,35518,1
60781,2516,1
60781,9498,1
60781,54103,0
9121,42724,0
9121,201534,0
9121,174,1
9121,60896,0
9121,134094,0
9121,41264,0
9121,39356,0
21559,53340,1
209724,135346,0
23947,21928,1
200094,11426,1
35711,60454,0
18207,36236,0
58964,203091,0
58224,7018,1
9009,48430,0
9730,22552,1
268614,262950,0
14742,328013,1
204328,39259,0
57878,60721,0
13649,26856,0
8100,39052,1
4812,32982,1
3,27817,1
201133,206776,0
263422,16509,1
198949,393841,0
134176,174,1
55714,63554,1
9121,200279,0
9121,48011,0
136620,200753,0
1239,55259,0
16626,13645,0
3356,61572,0
16509,133990,0
