route-views.sg	58511	58511,3257,174,101,47065,61574,47065
route-views.perth	58511	58511,3257,174,101,47065,61574,47065
route-views.sydney	58511	58511,3257,174,101,47065,61574,47065
route-views4	58511	58511,3257,174,101,47065,61574,47065
route-views2	3257	3257,174,101,47065,61574,47065
rrc20	15547	15547,174,101,47065,61574,47065
rrc04	15547	15547,174,101,47065,61574,47065
rrc21	15547	15547,174,101,47065,61574,47065
route-views4	3267	3267,174,101,47065,61574,47065
route-views2	1221	1221,4637,11164,101,47065,61574,47065
rrc00	15562	15562,2914,174,101,47065,61574,47065
route-views2	3277	3277,3267,174,101,47065,61574,47065
route-views2	1239	1239,174,101,47065,61574,47065
route-views2	3303	3303,11164,101,47065,61574,47065
rrc20	48362	48362,1764,174,101,47065,61574,47065
rrc10	15605	15605,12874,3303,11164,101,47065,61574,47065
rrc12	553	553,174,101,47065,61574,47065
route-views4	204028	204028,6830,174,101,47065,61574,47065
rrc14	1280	1280,11164,101,47065,61574,47065
rrc00	3333	3333,1257,174,101,47065,61574,47065
rrc10	5392	5392,3356,174,101,47065,61574,47065
route-views2	11537	11537,101,47065,61574,47065
route-views2	1299	1299,174,101,47065,61574,47065
route-views4	1299	1299,174,101,47065,61574,47065
rrc10	5396	5396,3257,174,101,47065,61574,47065
rrc21	42275	42275,25091,2914,174,101,47065,61574,47065
route-views2	5413	5413,1299,174,101,47065,61574,47065
route-views4	19754	19754,1299,174,101,47065,61574,47065
rrc00	204092	204092,198507,174,101,47065,61574,47065
route-views4	19782	19782,11537,101,47065,61574,47065
route-views4	1351	1351,11537,101,47065,61574,47065
route-views.wide	7500	7500,2497,101,47065,61574,47065
rrc15	25933	25933,174,101,47065,61574,47065
rrc21	56665	56665,174,101,47065,61574,47065
route-views4	56665	56665,174,101,47065,61574,47065
rrc15	267613	267613,174,101,47065,61574,47065
rrc03	51088	51088,6453,174,101,47065,61574,47065
rrc03	12859	12859,2914,174,101,47065,61574,47065
route-views.sg	17639	17639,174,101,47065,61574,47065
rrc00	17639	17639,174,101,47065,61574,47065
route-views2	1403	1403,174,101,47065,61574,47065
rrc00	1403	1403,174,101,47065,61574,47065
rrc21	34177	34177,3356,174,101,47065,61574,47065
route-views4	36236	36236,174,101,47065,61574,47065
route-views.sydney	7575	7575,11537,101,47065,61574,47065
route-views.isc	7575	7575,11537,11537,101,47065,61574,47065
rrc14	7575	7575,11537,11537,101,47065,61574,47065
rrc01	56730	56730,3356,174,101,47065,61574,47065
route-views.sg	3491	3491,101,47065,61574,47065
rrc19	3491	3491,101,47065,61574,47065
route-views.sydney	3491	3491,101,47065,61574,47065
route-views.telxatl	3491	3491,101,47065,61574,47065
route-views2	11686	11686,174,101,47065,61574,47065
rrc03	30132	30132,1299,174,101,47065,61574,47065
rrc00	11708	11708,15164,174,101,47065,61574,47065
rrc05	6720	6720,1853,20965,11537,101,47065,61574,47065
route-views2	54728	54728,20130,23352,3257,174,101,47065,61574,47065
rrc20	202194	202194,198385,174,101,47065,61574,47065
route-views2	3549	3549,3356,174,101,47065,61574,47065
rrc00	3549	3549,3356,174,101,47065,61574,47065
rrc10	5602	5602,6762,174,101,47065,61574,47065
route-views2	3561	3561,209,174,101,47065,61574,47065
route-views2	7660	7660,22388,101,47065,61574,47065
rrc12	34288	34288,174,101,47065,61574,47065
route-views4	34288	34288,174,101,47065,61574,47065
rrc03	50673	50673,174,101,47065,61574,47065
route-views.isc	36351	36351,101,47065,61574,47065
rrc00	13830	13830,174,174,101,47065,61574,47065
rrc12	206356	206356,50629,174,101,47065,61574,47065
rrc15	28186	28186,7738,174,101,47065,61574,47065
route-views.sg	7713	7713,174,101,47065,61574,47065
rrc15	28220	28220,12956,174,101,47065,61574,47065
rrc21	204355	204355,3257,174,101,47065,61574,47065
rrc03	50763	50763,8943,2914,174,101,47065,61574,47065
rrc15	28260	28260,12956,174,101,47065,61574,47065
rrc16	20080	20080,2914,174,101,47065,61574,47065
rrc00	202365	202365,50673,174,101,47065,61574,47065
route-views.saopaulo	52863	52863,52320,174,101,47065,61574,47065
rrc15	52863	52863,52320,174,101,47065,61574,47065
rrc01	42473	42473,1299,174,101,47065,61574,47065
rrc15	42473	42473,16735,174,101,47065,61574,47065
rrc07	42473	42473,1299,174,101,47065,61574,47065
rrc15	52873	52873,12956,174,101,47065,61574,47065
rrc21	198290	198290,174,101,47065,61574,47065
rrc21	58308	58308,29075,174,101,47065,61574,47065
route-views2	3741	3741,174,101,47065,61574,47065
rrc00	206499	206499,34549,13101,174,101,47065,61574,47065
route-views.saopaulo	28329	28329,3356,174,101,47065,61574,47065
rrc00	48821	48821,50629,174,101,47065,61574,47065
route-views.sg	18106	18106,174,101,47065,61574,47065
route-views2	18106	18106,174,101,47065,61574,47065
rrc23	18106	18106,174,101,47065,61574,47065
rrc10	50877	50877,6762,174,101,47065,61574,47065
route-views2	34224	34224,3356,174,101,47065,61574,47065
rrc00	132825	132825,3491,101,47065,61574,47065
rrc00	20205	20205,3356,174,101,47065,61574,47065
rrc20	198385	198385,174,101,47065,61574,47065
rrc00	34549	34549,13101,174,101,47065,61574,47065
rrc03	24875	24875,174,101,47065,61574,47065
route-views.nwax	1798	1798,101,47065,61574,47065
route-views.saopaulo	53013	53013,174,174,101,47065,61574,47065
rrc12	57111	57111,174,101,47065,61574,47065
rrc01	57111	57111,174,101,47065,61574,47065
rrc10	57111	57111,174,101,47065,61574,47065
rrc21	57111	57111,174,101,47065,61574,47065
route-views2	3130	3130,101,47065,61574,47065
rrc03	6453	6453,174,101,47065,61574,47065
route-views4	38726	38726,9957,174,101,47065,61574,47065
rrc15	53070	53070,2914,174,101,47065,61574,47065
rrc11	397143	397143,395853,46450,2914,174,101,47065,61574,47065
rrc21	57199	57199,200780,174,101,47065,61574,47065
rrc00	57199	57199,200780,174,101,47065,61574,47065
route-views2	24441	24441,3491,3491,101,47065,61574,47065
route-views.saopaulo	1916	1916,27750,11537,101,47065,61574,47065
rrc15	1916	1916,11537,101,47065,61574,47065
rrc00	395152	395152,63297,11404,101,47065,61574,47065
route-views4	59715	59715,3269,6762,174,101,47065,61574,47065
route-views.saopaulo	28571	28571,1916,11537,101,47065,61574,47065
rrc11	24482	24482,174,101,47065,61574,47065
rrc10	24482	24482,174,101,47065,61574,47065
rrc13	24482	24482,174,101,47065,61574,47065
rrc07	24482	24482,174,101,47065,61574,47065
rrc20	24482	24482,174,101,47065,61574,47065
rrc21	24482	24482,174,101,47065,61574,47065
route-views.sg	24482	24482,174,101,47065,61574,47065
route-views4	24482	24482,174,101,47065,61574,47065
rrc00	57264	57264,174,101,47065,61574,47065
route-views.telxatl	6082	6082,2914,174,101,47065,61574,47065
route-views.sg	24516	24516,3257,3257,174,101,47065,61574,47065
route-views.perth	24516	24516,1221,4637,11164,101,47065,61574,47065
route-views.sydney	24516	24516,3257,3257,174,101,47065,61574,47065
rrc15	28634	28634,22356,3491,3491,101,47065,61574,47065
rrc21	16347	16347,3356,174,101,47065,61574,47065
route-views.sydney	38880	38880,7474,7473,11164,101,47065,61574,47065
route-views4	38883	38883,4826,174,101,47065,61574,47065
rrc00	49134	49134,53356,6939,1299,174,101,47065,61574,47065
rrc00	34800	34800,58057,174,101,47065,61574,47065
rrc11	51185	51185,174,101,47065,61574,47065
rrc10	51185	51185,3356,174,101,47065,61574,47065
rrc01	51185	51185,174,101,47065,61574,47065
rrc16	51185	51185,174,101,47065,61574,47065
