rrc12	49697	49697,39912,33891,3356,2914,12859,47065,61574,47065
rrc00	48821	48821,205112,50629,33891,3356,2914,12859,47065,61574,47065
rrc12	206356	206356,199714,50629,33891,3356,2914,12859,47065,61574,47065
rrc12	58057	58057,24961,33891,3356,2914,12859,47065,61574,47065
rrc20	15547	15547,3356,2914,12859,47065,61574,47065
rrc20	20612	20612,8758,15576,3356,2914,12859,47065,61574,47065
rrc00	209152	209152,209844,49697,49697,39912,33891,3356,2914,12859,47065,61574,47065
